Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,Cash,Gold,CAPE,SPX-TR Return,10YBond Return,Cash Return,Gold Return,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,10 Y BM 1 year avg
6,1931,"1,931.42",6/30/1931,15.10000,"6,334.24200",999.73550,"1,971.79670",20.67000,15.0625,15.9837195683857000%,1.8456427225440400%,1.5195573160102600%,1.3245033112582800%,-5.38%,11.30%,12.35%,"1,685.68",14.61,"2,935.25",0.57,1.25%
7,1931,"1,931.50",7/31/1931,15.10000,"5,886.94870","1,000.67370","1,975.59240",20.67000,15.5168,-7.0615126482379400%,0.0938448219554022%,0.1924995614405840%,0.0000000000000000%,1.43%,-2.10%,-5.29%,"1,500.42",12.51,"2,811.62",0.54,1.14%
8,1931,"1,931.58",8/31/1931,15.10000,"5,973.94200","1,000.79580","1,979.39540",20.67000,15.0063,1.4777315793494300%,0.0122017796610363%,0.1924992220055270%,0.0000000000000000%,-1.97%,-1.49%,1.11%,"1,584.20",12.97,"2,748.02",0.53,1.07%
9,1931,"1,931.67",9/30/1931,15.00000,"4,204.04780",997.61650,"1,983.20570",20.67000,12.8177,-29.1577523629568000%,0.3468716262265080%,0.8604481617635830%,0.6666666666666600%,0.56%,-6.75%,-21.72%,"1,566.79",12.29,"2,621.01",0.51,1.11%
10,1931,"1,931.75",10/31/1931,14.90000,"4,585.66300",969.25980,"1,987.02340",20.67000,11.1459,9.8093904104745500%,-2.1903808398458500%,0.8649343593949200%,0.6711409395973260%,-1.87%,1.70%,7.38%,"2,001.40",14.97,"2,488.86",0.48,0.84%
11,1931,"1,931.83",11/30/1931,14.70000,"4,158.97720",972.19180,"1,990.84840",20.67000,11.4156,-8.0708302417878300%,1.6671587245987100%,1.5556622427856500%,1.3605442176870800%,4.30%,-5.05%,-5.70%,"1,863.77",14.54,"2,582.04",0.50,0.89%
12,1931,"1,931.92",12/31/1931,14.60000,"3,581.10530",951.26300,"1,994.68080",20.67000,9.3060,-13.3048044001504000%,-1.4825572484771000%,0.8787508511584270%,0.6849315068492960%,-0.56%,-8.86%,-9.91%,"1,976.33",15.82,"2,635.50",0.52,0.61%
1,1932,"1,932.00",1/31/1932,14.30000,"3,498.05930",928.82440,"1,996.45940",20.67000,9.3124,-0.2697530441073900%,-0.3104055793795690%,2.1889398863398600%,2.0979020979020800%,3.94%,9.04%,0.20%,"2,193.80",17.01,"2,538.09",0.50,0.44%
2,1932,"1,932.08",2/29/1932,14.10000,"3,706.39060",943.67730,"1,998.23960",20.67000,9.3369,7.4585418352415300%,3.0402295220734100%,1.5088723624169700%,1.4184397163120600%,-2.77%,-1.45%,6.03%,"2,189.33",16.66,"2,475.28",0.49,0.64%
3,1932,"1,932.17",3/31/1932,14.00000,"3,286.59660",961.83940,"2,000.02130",20.67000,9.4131,-10.6928371229951000%,2.6526421085440300%,0.8040860779944040%,0.7142857142857120%,2.27%,-2.32%,-7.74%,"2,064.78",14.82,"2,319.68",0.46,0.76%
4,1932,"1,932.25",4/30/1932,13.90000,"2,637.38470",984.29890,"2,001.80470",20.67000,7.1922,-19.1760044220979000%,3.0712806161153200%,0.8092350147406170%,0.7194244604316500%,1.44%,1.42%,-14.08%,"2,238.04",15.64,"2,245.43",0.45,0.93%
5,1932,"1,932.33",5/31/1932,13.70000,"2,037.58390",980.80850,"2,003.58960",20.67000,6.3909,-21.6144064851455000%,1.1000695279425700%,1.5503202291252200%,1.4598540145985600%,3.72%,-3.28%,-15.86%,"2,604.86",19.18,"2,349.97",0.47,0.82%
6,1932,"1,932.42",6/30/1932,13.60000,"2,036.57050",983.88170,"2,005.37610",20.67000,5.5651,0.6851930410441080%,1.0509313759725600%,0.8251147091200780%,0.7352941176470560%,0.35%,5.32%,0.72%,"3,095.91",21.62,"2,212.42",0.44,0.75%
7,1932,"1,932.50",7/31/1932,13.60000,"2,820.79630","1,001.77310","2,007.16430",20.67000,5.8388,38.5071766481936000%,1.8184503279205200%,0.0891703057596116%,0.0000000000000000%,-4.44%,35.46%,28.97%,"3,073.91",20.78,"2,121.82",0.43,0.90%
8,1932,"1,932.58",8/31/1932,13.50000,"3,900.05070","1,015.65080","2,008.95400",20.67000,8.8347,39.2847815506722000%,2.1363160239837900%,0.8305668220952580%,0.7407407407407310%,14.29%,33.03%,29.72%,"2,383.36",16.15,"2,106.98",0.43,1.08%
9,1932,"1,932.67",9/30/1932,13.40000,"3,775.03170","1,021.11040","2,010.74530",20.67000,9.7612,-2.4832272473224700%,1.2878271612321700%,0.8360998778617290%,0.7462686567164090%,-2.43%,-6.82%,-1.65%,"1,837.29",14.08,"2,365.58",0.48,1.15%
10,1932,"1,932.75",10/31/1932,13.30000,"3,260.93970","1,023.17080","2,012.53820",20.67000,8.4786,-12.9687296769184000%,0.9551771810212270%,0.8417160624676570%,0.7518796992481260%,-2.76%,-10.04%,-9.53%,"1,868.05",14.37,"2,361.10",0.48,1.42%
11,1932,"1,932.83",11/30/1932,13.20000,"3,087.26910","1,024.39340","2,014.33270",20.67000,8.4633,-4.6085549428366400%,0.8779722858203390%,0.8474172670174250%,0.7575757575757570%,2.08%,-13.28%,-3.26%,"2,064.73",17.48,"2,583.19",0.53,1.35%
12,1932,"1,932.92",12/31/1932,13.10000,"3,263.77690","1,035.90600","2,016.12890",20.67000,8.2571,6.5242815237879700%,1.8957833376623600%,0.8532104426723920%,0.7633587786259440%,-8.27%,-8.16%,5.14%,"2,134.28",18.71,"2,658.13",0.55,1.63%
1,1933,"1,933.00",1/31/1933,12.90000,"3,303.16810","1,050.09190","2,017.74180",32.32000,8.7280,2.7760202766044400%,2.9410385279787100%,1.6316277498254800%,58.7860922656886000%,0.63%,6.14%,13.99%,"2,029.88",18.32,"2,718.65",0.56,1.90%
2,1933,"1,933.08",2/28/1933,12.70000,"2,705.45480","1,045.05450","2,019.35590",32.32000,7.8261,-16.8053122273258000%,1.0875382603277300%,1.6560582882785500%,1.5748031496063000%,-2.75%,-2.73%,-12.23%,"1,780.77",16.87,"2,835.11",0.59,1.74%
3,1933,"1,933.17",3/31/1933,12.60000,"2,809.83240","1,038.40280","2,020.97140",32.32000,7.8747,4.6823128275089700%,0.1521061402531830%,0.8742864769679890%,0.7936507936507910%,3.90%,7.38%,3.68%,"2,028.95",18.93,"2,777.42",0.58,1.53%
4,1933,"1,933.25",4/30/1933,12.60000,"4,015.06180","1,041.36230","2,022.58820",32.32000,8.7231,42.8932843111924000%,0.2850050096166790%,0.0800011321288263%,-0.0000000000000111%,4.56%,17.43%,32.19%,"1,956.93",18.71,"2,827.22",0.59,1.30%
5,1933,"1,933.33",5/31/1933,12.60000,"4,675.87200","1,054.79570","2,024.20630",32.32000,11.2497,16.4582821614352000%,1.2899833228070500%,0.0800014555607520%,-0.0000000000000111%,36.70%,19.03%,12.41%,"1,480.43",15.00,"2,977.64",0.62,1.31%
6,1933,"1,933.42",6/30/1933,12.70000,"5,306.89090","1,065.64760","2,025.82560",32.32000,13.0989,12.6015502024075000%,0.2333128600873200%,-0.7080346838741260%,-0.7874015748031590%,8.67%,-1.88%,9.31%,"1,316.98",13.23,"2,937.35",0.62,1.25%
7,1933,"1,933.50",7/31/1933,13.10000,"4,847.61100","1,069.38830","2,027.44630",32.32000,13.7543,-11.4435847265778000%,-2.7131274787833600%,-2.9758759713525300%,-3.0534351145038200%,-1.01%,3.27%,-9.33%,"1,204.84",12.29,"2,971.95",0.63,0.87%
8,1933,"1,933.58",8/31/1933,13.20000,"5,420.38110","1,071.34750","2,029.06830",32.32000,12.9995,10.9684256186848000%,-0.5757561532507730%,-0.6781797153125440%,-0.7575757575757570%,-5.45%,2.96%,8.05%,"1,328.76",13.22,"2,886.00",0.61,0.64%
9,1933,"1,933.67",9/30/1933,13.20000,"4,817.56270","1,076.00400","2,030.69150",32.32000,12.9229,-11.1213287198570000%,0.4346395543929350%,0.0799973071384574%,0.0000000000000000%,-0.32%,-11.77%,-8.32%,"1,229.78",12.29,"2,886.38",0.61,0.57%
10,1933,"1,933.75",10/31/1933,13.20000,"4,398.05790","1,076.17260","2,032.31610",32.32000,11.6963,-8.7078223185346600%,0.0156690867320286%,0.0800023046336751%,0.0000000000000000%,-0.08%,-8.46%,-6.53%,"1,341.34",13.43,"2,881.86",0.61,0.49%
11,1933,"1,933.83",11/30/1933,13.20000,"4,869.51410","1,057.74820","2,033.94190",32.32000,12.0118,10.7196451415521000%,-1.7120302077938100%,0.0799973980425639%,0.0000000000000000%,-6.48%,2.33%,7.96%,"1,435.01",14.05,"2,805.94",0.59,0.28%
12,1933,"1,933.92",12/31/1933,13.20000,"4,990.14820","1,054.65720","2,035.56910",32.32000,12.2818,2.4773334160794300%,-0.2922245577917200%,0.0800022852176729%,0.0000000000000000%,0.66%,-1.53%,1.85%,"1,329.25",13.36,"2,866.01",0.61,0.10%
1,1934,"1,934.00",1/31/1934,13.20000,"5,535.24730","1,062.15460","2,036.11190",35.00000,13.0251,10.9235052377803000%,0.7108850155292060%,0.0266657614325316%,8.2920792079207900%,12.53%,15.54%,9.89%,"1,305.16",12.89,"2,805.37",0.60,-0.09%
2,1934,"1,934.08",2/28/1934,13.30000,"5,344.20010","1,083.08090","2,037.33360",35.00000,13.9269,-4.1773952112148200%,1.2034815446325700%,-0.6923292253417480%,-0.7518796992481260%,5.19%,2.12%,-3.22%,"1,187.70",11.57,"2,754.04",0.59,-0.08%
3,1934,"1,934.17",3/31/1934,13.30000,"5,359.56470","1,097.86040","2,038.38620",35.00000,13.2545,0.2875004624171900%,1.3645795064800800%,0.0516655691537249%,0.0000000000000000%,2.51%,-2.73%,0.29%,"1,227.23",11.73,"2,692.81",0.57,0.02%
4,1934,"1,934.25",4/30/1934,13.30000,"5,229.89670","1,106.26230","2,038.79390",35.00000,13.5184,-2.4193755884689500%,0.7652976644389350%,0.0200011165695679%,0.0000000000000000%,2.80%,-3.75%,-1.77%,"1,223.73",11.77,"2,698.40",0.57,0.06%
5,1934,"1,934.33",5/31/1934,13.30000,"4,816.95670","1,115.60830","2,039.04870",35.00000,12.1816,-7.8957582470032500%,0.8448267648639930%,0.0124975849692399%,0.0000000000000000%,-0.26%,-5.91%,-5.88%,"1,245.82",11.93,"2,675.61",0.57,0.02%
6,1934,"1,934.42",6/30/1934,13.40000,"4,933.08460","1,123.09580","2,039.32060",35.00000,12.2877,1.6465548843504400%,-0.0801187962027883%,-0.7330335193936890%,-0.7462686567164200%,-2.14%,-2.92%,1.08%,"1,323.61",12.13,"2,550.22",0.55,0.00%
7,1934,"1,934.50",7/31/1934,13.40000,"4,377.18840","1,128.70130","2,039.57550",35.00000,11.7415,-11.2687343736209000%,0.4991114738386320%,0.0124992607832164%,-0.0000000000000111%,-6.94%,-10.66%,-8.42%,"1,309.42",12.11,"2,563.77",0.55,0.26%
8,1934,"1,934.58",8/31/1934,13.40000,"4,628.08510","1,121.12010","2,039.83040",35.00000,11.3150,5.7319145778600900%,-0.6716746051413150%,0.0124976986632719%,-0.0000000000000111%,5.42%,0.50%,4.27%,"1,429.87",12.86,"2,481.76",0.53,0.26%
9,1934,"1,934.67",9/30/1934,13.60000,"4,625.08380","1,107.23310","2,040.15340",35.00000,10.9100,-1.5344842780720300%,-2.6910444033500500%,-1.4549864480082800%,-1.4705882352941100%,-1.52%,-1.24%,-1.58%,"1,371.34",13.36,"2,675.20",0.58,0.00%
10,1934,"1,934.75",10/31/1934,13.50000,"4,487.00140","1,126.99490","2,040.51040",35.00000,11.1084,-2.2668854690285500%,2.5387527134413100%,0.7583690447910300%,0.7407407407407310%,1.24%,-5.11%,-1.42%,"1,393.32",13.50,"2,649.05",0.57,0.21%
11,1934,"1,934.83",11/30/1934,13.50000,"4,882.45330","1,129.85940","2,040.96960",35.00000,11.4488,8.8132778385137100%,0.2541715139970920%,0.0225041734656095%,0.0000000000000000%,6.49%,-2.24%,6.63%,"1,413.42",13.66,"2,628.23",0.57,0.37%
12,1934,"1,934.92",12/31/1934,13.40000,"4,873.35160","1,138.41930","2,041.39480",35.00000,11.6393,0.5584609590098430%,1.5095299838113100%,0.7672573639626590%,0.7462686567164090%,3.08%,-3.17%,0.65%,"1,325.60",12.67,"2,587.05",0.56,0.52%
1,1935,"1,935.00",1/31/1935,13.60000,"4,689.24100","1,156.62570","2,041.78600",35.00000,11.4959,-5.1929359349033600%,0.1051632319841960%,-1.4517066814259700%,-1.4705882352941100%,1.07%,-1.89%,-4.18%,"1,317.09",12.69,"2,596.81",0.57,0.47%
2,1935,"1,935.08",2/28/1935,13.70000,"4,517.25050","1,165.29730","2,042.12630",35.00000,11.0878,-4.3709233836960200%,0.0143330977316891%,-0.7133818816889460%,-0.7299270072992580%,0.42%,-7.24%,-3.42%,"1,374.56",13.98,"2,728.30",0.60,0.37%
3,1935,"1,935.17",3/31/1935,13.70000,"4,390.20310","1,167.98720","2,042.44970",35.00000,10.3983,-2.8124940159949200%,0.2308337966628880%,0.0158364347983664%,0.0000000000000000%,-3.54%,-5.06%,-2.10%,"1,423.25",14.38,"2,697.26",0.59,0.28%
4,1935,"1,935.25",4/30/1935,13.80000,"4,831.88110","1,174.68380","2,042.70500",35.00000,11.1042,9.2629967128532000%,-0.1554470330903720%,-0.7122285628345050%,-0.7246376811594240%,-1.56%,4.27%,6.80%,"1,453.71",15.05,"2,750.88",0.60,0.20%
5,1935,"1,935.33",5/31/1935,13.80000,"5,005.58610","1,178.36110","2,042.96030",35.00000,11.9856,3.5949767058630800%,0.3130459447895810%,0.0124981336022678%,0.0000000000000000%,-3.28%,2.52%,2.71%,"1,361.19",13.99,"2,716.75",0.60,0.16%
6,1935,"1,935.42",6/30/1935,13.70000,"5,359.67850","1,182.04010","2,043.21570",35.00000,12.5395,7.8555064885591100%,1.0444192299802900%,0.7425197255022110%,0.7299270072992800%,-5.03%,2.13%,6.09%,"1,325.22",14.11,"2,801.78",0.62,0.25%
7,1935,"1,935.50",7/31/1935,13.70000,"5,825.84300","1,186.73330","2,043.47110",35.00000,13.2021,8.6976205755625200%,0.3970423676828090%,0.0124999039504248%,0.0000000000000000%,1.47%,6.86%,6.55%,"1,249.12",13.46,"2,820.75",0.62,0.24%
8,1935,"1,935.58",8/31/1935,13.70000,"5,970.92430","1,174.27780","2,043.72650",35.00000,14.1051,2.4903056948153200%,-1.0495618518499300%,0.0124983416697200%,0.0000000000000000%,6.28%,5.70%,1.82%,"1,172.38",12.68,"2,819.19",0.63,0.21%
9,1935,"1,935.67",9/30/1935,13.70000,"6,129.75920","1,174.05330","2,043.99900",35.00000,14.4189,2.6601392350594800%,-0.0191181337158897%,0.0133334866480483%,0.0000000000000000%,1.57%,-4.05%,2.00%,"1,151.45",12.42,"2,801.15",0.62,0.43%
10,1935,"1,935.75",10/31/1935,13.70000,"6,616.87090","1,180.87770","2,044.33970",35.00000,14.8262,7.9466694221854500%,0.5812683291295250%,0.0166683056107120%,0.0000000000000000%,2.65%,-2.33%,5.99%,"1,128.91",11.80,"2,702.46",0.60,0.27%
11,1935,"1,935.83",11/30/1935,13.80000,"6,891.64150","1,182.65460","2,044.68040",35.00000,16.1296,3.3978472942638200%,-0.5752552418904490%,-0.7080929181036640%,-0.7246376811594240%,4.30%,11.91%,2.38%,"1,065.09",11.49,"2,776.97",0.62,0.20%
12,1935,"1,935.92",12/31/1935,13.80000,"7,173.96680","1,187.47530","2,044.95300",35.00000,16.1592,4.0966335814189000%,0.4076168984587630%,0.0133321569473654%,0.0000000000000000%,0.22%,1.07%,3.10%,"1,040.36",11.79,"2,908.27",0.65,0.11%
1,1936,"1,936.00",1/31/1936,13.80000,"7,666.83770","1,192.29620","2,045.20860",35.00000,17.0874,6.8702701551392800%,0.4059789706783780%,0.0124990647706769%,0.0000000000000000%,5.10%,10.51%,5.18%,"1,009.13",11.85,"3,000.12",0.67,0.13%
2,1936,"1,936.08",2/29/1936,13.80000,"7,817.30360","1,201.20760","2,045.54950",35.00000,18.1045,1.9625549136119000%,0.7474149460511500%,0.0166682264097773%,0.0000000000000000%,1.14%,5.04%,1.51%,959.47,11.47,"3,043.14",0.68,0.19%
3,1936,"1,936.17",3/31/1936,13.70000,"8,035.76200","1,209.09760","2,045.89040",35.00000,18.6605,3.5448744382947200%,1.3915604535808400%,0.7467141014843690%,0.7299270072992800%,0.66%,-1.66%,2.88%,945.18,11.90,"3,195.13",0.72,0.29%
4,1936,"1,936.25",4/30/1936,13.70000,"7,436.52620","1,213.87860","2,046.23140",35.00000,18.7190,-7.4571123435462600%,0.3954188644489820%,0.0166675595134391%,0.0000000000000000%,-6.03%,-2.08%,-5.57%,918.75,12.19,"3,355.52",0.75,0.34%
5,1936,"1,936.33",5/31/1936,13.70000,"7,801.51410","1,218.65870","2,046.57250",35.00000,17.7502,4.9080429515598200%,0.3937873194238550%,0.0166696689338330%,0.0000000000000000%,0.81%,2.63%,3.70%,972.95,12.82,"3,321.82",0.75,0.34%
6,1936,"1,936.42",6/30/1936,13.80000,"8,065.25970","1,219.26600","2,046.91360",35.00000,18.3930,2.6315621108783600%,-0.6751653165537940%,-0.7080915651107800%,-0.7246376811594240%,-3.25%,-1.20%,1.80%,938.20,12.79,"3,423.54",0.77,0.20%
7,1936,"1,936.50",7/31/1936,13.90000,"8,647.45850","1,223.02260","2,047.25470",35.00000,19.3605,6.4472427136515600%,-0.4135376317396910%,-0.7028802329095200%,-0.7194244604316500%,1.14%,2.56%,4.67%,921.64,12.70,"3,449.47",0.78,0.13%
8,1936,"1,936.58",8/31/1936,14.00000,"8,743.84780","1,233.08480","2,047.51060",35.00000,19.6231,0.3924071365674960%,0.1025697667869530%,-0.7018753315982450%,-0.7142857142857120%,0.72%,3.99%,0.16%,880.49,11.72,"3,319.15",0.75,0.23%
9,1936,"1,936.67",9/30/1936,14.00000,"8,785.43970","1,232.58270","2,047.85190",35.00000,19.8620,0.4756704479691680%,-0.0407190162428517%,0.0166690223728283%,0.0000000000000000%,3.07%,0.88%,0.36%,879.09,12.53,"3,543.55",0.80,0.23%
10,1936,"1,936.75",10/31/1936,14.00000,"9,481.88840","1,234.21920","2,048.12490",35.00000,20.9131,7.9273061313026800%,0.1327699958793890%,0.0133310421520205%,0.0000000000000000%,-2.39%,2.52%,5.95%,875.96,11.87,"3,357.28",0.76,0.19%
11,1936,"1,936.83",11/30/1936,14.00000,"9,549.65510","1,249.67730","2,048.34680",35.00000,21.4998,0.7146962413099090%,1.2524598547810600%,0.0108343001933076%,0.0000000000000000%,9.01%,-0.92%,0.60%,826.73,11.58,"3,459.17",0.78,0.34%
12,1936,"1,936.92",12/31/1936,14.00000,"9,527.09730","1,251.22050","2,048.53460",35.00000,21.1257,-0.2362158608220200%,0.1234878796309900%,0.0091683693405953%,0.0000000000000000%,3.61%,3.96%,-0.17%,821.79,11.65,"3,491.89",0.79,0.32%
1,1937,"1,937.00",1/31/1937,14.10000,"9,924.99320","1,259.22360","2,048.73940",35.00000,21.6187,3.4376249868358900%,-0.0741327231920330%,-0.6992933713038890%,-0.7092198581560180%,4.31%,2.61%,2.44%,823.18,11.44,"3,413.31",0.77,0.28%
2,1937,"1,937.08",2/28/1937,14.10000,"10,107.02830","1,262.91630","2,049.02960",35.00000,22.2442,1.8341080576256700%,0.2932521277396740%,0.0141648078813672%,0.0000000000000000%,1.23%,5.05%,1.39%,803.61,12.32,"3,752.94",0.84,0.24%
3,1937,"1,937.17",3/31/1937,14.20000,"10,043.51960","1,237.17740","2,049.28580",35.00000,22.0422,-1.3281620203597000%,-2.7279255878959400%,-0.6918099250906250%,-0.7042253521126750%,-1.78%,6.39%,-1.27%,792.57,12.46,"3,836.78",0.86,-0.10%
4,1937,"1,937.25",4/30/1937,14.30000,"9,249.92420","1,232.46150","2,049.93470",35.00000,20.5566,-8.5456116859212000%,-1.0778172870044500%,-0.6678574404950230%,-0.6993006993007200%,-3.77%,-3.61%,-6.60%,802.77,12.91,"3,912.69",0.88,-0.23%
5,1937,"1,937.33",5/31/1937,14.40000,"9,190.07200","1,239.62780","2,050.89140",35.00000,19.4742,-1.3370071123873900%,-0.1170199952606140%,-0.6480987608477710%,-0.6944444444444310%,-0.66%,-3.49%,-1.14%,859.51,13.86,"3,912.03",0.88,-0.27%
6,1937,"1,937.42",6/30/1937,14.40000,"8,745.56060","1,240.31120","2,051.59210",35.00000,18.7117,-4.8368652606856600%,0.0551294509529399%,0.0341656315882899%,0.0000000000000000%,-3.65%,-3.21%,-3.62%,869.46,14.04,"3,903.34",0.88,-0.21%
7,1937,"1,937.50",7/31/1937,14.50000,"9,675.81050","1,252.93910","2,052.20760",35.00000,19.6467,9.8738115474700700%,0.3214468021941030%,-0.6598609861126150%,-0.6896551724137950%,0.85%,0.82%,7.29%,902.14,15.04,"4,017.90",0.90,-0.15%
8,1937,"1,937.58",8/31/1937,14.50000,"9,181.21750","1,245.95060","2,052.68640",35.00000,19.8070,-5.1116441356514800%,-0.5577685300107600%,0.0233309729483544%,0.0000000000000000%,0.42%,-2.25%,-3.86%,840.87,14.61,"4,173.35",0.94,-0.20%
9,1937,"1,937.67",9/30/1937,14.60000,"7,913.57530","1,250.99900","2,053.18250",35.00000,16.8479,-14.3972710650624000%,-0.2825221402333100%,-0.6609287144698000%,-0.6849315068493180%,-6.89%,-4.57%,-10.95%,874.63,15.48,"4,235.65",0.95,-0.22%
10,1937,"1,937.75",10/31/1937,14.60000,"7,148.28970","1,253.86590","2,053.71290",35.00000,14.3617,-9.6705417082465900%,0.2291688482564780%,0.0258330664711925%,-0.0000000000000111%,0.45%,-1.62%,-7.24%,982.14,17.00,"4,129.27",0.93,-0.21%
11,1937,"1,937.83",11/30/1937,14.50000,"6,458.85140","1,263.31210","2,054.05520",35.00000,13.1581,-9.0216614645791500%,1.4482168500937300%,0.7064374933338780%,0.6896551724137950%,-3.65%,0.20%,-6.55%,"1,058.78",15.45,"3,467.66",0.78,-0.20%
12,1937,"1,937.92",12/31/1937,14.40000,"6,168.06430","1,267.24570","2,054.20920",35.00000,13.0085,-3.8389692653230700%,1.0079787378836100%,0.7019938737121920%,0.6944444444444420%,-7.76%,-0.39%,-2.69%,"1,133.03",15.68,"3,275.24",0.74,-0.12%
1,1938,"1,938.00",1/31/1938,14.20000,"6,294.53580","1,272.28750","2,054.39750",35.00000,13.5115,3.4877543965100600%,1.8119092653872400%,1.4177463549641400%,1.4084507042253500%,4.97%,-1.60%,2.99%,"1,164.32",17.00,"3,439.77",0.78,0.03%
2,1938,"1,938.08",2/28/1938,14.10000,"6,718.35870","1,279.55400","2,054.56870",35.00000,13.2631,7.4901604982936700%,1.2844071063993000%,0.7176123033569400%,0.7092198581560410%,0.35%,-2.02%,5.83%,"1,130.52",16.78,"3,480.16",0.79,0.12%
3,1938,"1,938.17",3/31/1938,14.10000,"5,071.70780","1,280.11750","2,054.70570",35.00000,12.3773,-24.5097199112039000%,0.0440387822632005%,0.0066680661493734%,0.0000000000000000%,-4.24%,-3.52%,-18.38%,"1,068.28",16.19,"3,537.94",0.80,0.35%
4,1938,"1,938.25",4/30/1938,14.20000,"5,822.24180","1,293.02640","2,054.84270",35.00000,11.7895,13.9900074129487000%,0.2970883752225980%,-0.6976046856460580%,-0.7042253521126750%,6.37%,0.18%,10.37%,"1,308.80",19.60,"3,479.69",0.79,0.46%
5,1938,"1,938.33",5/31/1938,14.10000,"5,602.17070","1,300.29830","2,054.99680",35.00000,11.9923,-3.0974219055588200%,1.2756022428362700%,0.7167724025819670%,0.7092198581560410%,-2.47%,-0.28%,-2.11%,"1,185.84",17.75,"3,460.48",0.79,0.58%
6,1938,"1,938.42",6/30/1938,14.10000,"7,024.76480","1,300.74900","2,055.08240",35.00000,12.2890,25.3936228683642000%,0.0346612773392208%,0.0041654566079963%,0.0000000000000000%,4.05%,0.30%,19.05%,"1,211.46",18.20,"3,455.53",0.79,0.58%
7,1938,"1,938.50",7/31/1938,14.10000,"7,563.17490","1,304.62780","2,055.16800",35.00000,14.7703,7.6644573210479700%,0.2981974231769600%,0.0041652831049621%,0.0000000000000000%,6.66%,2.18%,5.77%,"1,017.61",15.66,"3,521.39",0.80,0.57%
8,1938,"1,938.58",8/31/1938,14.10000,"7,389.20850","1,309.64830","2,055.28790",35.00000,14.9036,-2.3001768741325900%,0.3848223991547610%,0.0058340729322204%,0.0000000000000000%,-2.44%,-4.72%,-1.70%,962.14,14.67,"3,475.92",0.79,0.65%
9,1938,"1,938.67",9/30/1938,14.10000,"7,538.72660","1,303.26140","2,055.39070",35.00000,14.2823,2.0234657067803800%,-0.4876805475179880%,0.0050017323607099%,0.0000000000000000%,-2.72%,-1.62%,1.50%,978.81,14.43,"3,347.33",0.77,0.64%
10,1938,"1,938.75",10/31/1938,14.00000,"8,131.04830","1,318.64270","2,055.52770",35.00000,16.0611,8.6274599270992600%,1.9029318622167100%,0.7209987237115410%,0.7142857142857120%,5.83%,5.01%,6.71%,964.39,14.40,"3,376.01",0.77,0.78%
11,1938,"1,938.83",11/30/1938,14.00000,"7,892.79170","1,316.75730","2,055.61340",35.00000,16.1496,-2.9302076584639200%,-0.1429803539655050%,0.0041692456881126%,0.0000000000000000%,-2.56%,-1.23%,-2.20%,903.74,13.85,"3,452.48",0.79,0.64%
12,1938,"1,938.92",12/31/1938,14.00000,"8,215.80380","1,322.96670","2,055.68190",35.00000,15.7565,4.0924949279986800%,0.4715675394394880%,0.0033323386586126%,0.0000000000000000%,-1.80%,0.50%,3.10%,924.09,14.05,"3,411.85",0.78,0.60%
1,1939,"1,939.00",1/31/1939,14.00000,"7,678.87130","1,325.70080","2,055.73330",35.00000,15.5996,-6.5353617621686700%,0.2066643098424190%,0.0025003868545870%,0.0000000000000000%,-1.56%,-3.92%,-4.89%,896.34,13.63,"3,397.92",0.78,0.46%
2,1939,"1,939.08",2/28/1939,13.90000,"7,957.39460","1,334.24600","2,055.78470",35.00000,15.6647,4.3726575175894200%,1.3686415582106400%,0.7219427727133580%,0.7194244604316500%,0.63%,2.95%,3.49%,942.41,15.04,"3,554.59",0.82,0.47%
3,1939,"1,939.17",3/31/1939,13.90000,"6,904.14490","1,347.49150","2,055.83610",35.00000,15.7292,-13.2361124833498000%,0.9927329742791090%,0.0025002618221581%,0.0000000000000000%,-4.76%,-8.29%,-9.87%,910.59,14.14,"3,443.54",0.79,0.55%
